,AV FISTULA 16 G X 1 1/4 ,,|00M|,,,|1.01.04.01.006|,|1030|,15834,,| |,,|M00|,0,,| |
,PISAU OPERASI NO.23,,|00M|,,,|1.01.04.01.006|,|1.010.275|,1269,,| |,,|M00|,2790,,| |
,ID BAND ALERT COLORED FALL RISK,,|00M|,,,|1.01.04.01.006|,|1.010.729|,13590,,| |,,|M00|,1782,,| |
,BACTERIAL FILTER (MEDELA),,|00M|,,,|1.01.04.01.006|,|01.02304616|,75,,| |,,|M00|,96800,,| |
,BAG NUTRIMIX 0.5,,|00M|,,,|1.01.04.01.001|,|01247100|,224,,| |,,|M00|,68504,,| |
,BAG NUTRIMIX 1.0,,|00M|,,,|1.01.04.01.001|,|0125700|,150,,| |,,|M00|,154000,,| |
,URINAL PLASTIK PRIA,,|00M|,,,|1.01.04.01.006|,|AU.010|,6,,| |,,|M00|,9856,,| |
,URINAL PLASTIK WANITA,,|00M|,,,|1.01.04.01.006|,|AU.006|,2,,| |,,|M00|,30000,,| |
,PARAFILM,,|00M|,,,|1.01.04.01.006|,|1.010.585|,28,,| |,,|M00|,850000,,| |
,ID BAND DNR,,|00M|,,,|1.01.04.01.006|,|014796|,755,,| |,,|M00|,1782,,| |
,ID BAND ALERT COLORED ALLERGY,,|00M|,,,|1.01.04.01.006|,|1.010.730|,490,,| |,,|M00|,1782,,| |
,DISPOSAFE SAFETY BOX 12.5 ENDOSKOPI,,|00M|,,,|1.01.04.01.006|,|01245710|,233,,| |,,|M00|,2926,,| |
,MONITORING ELECTRODE,,|00M|,,,|1.01.04.01.006|,|01123568|,287,,| |,,|M00|,2199,,| |
,KERTAS USG UPC 21 L SONY,,|00M|,,,|1.01.04.01.006|,|1.010.183|,1,,| |,,|M00|,200200,,| |
,APD SET,,|00M|,,,|1.01.04.01.006|,|00148|,735,,| |,,|M00|,137979,,| |
,HANDSCOEN STERIL 7.5 REMEDI,,|00M|,,,|1.01.04.01.006|,|0332145|,74,,| |,,|M00|,4700,,| |
,FACE SHIELD BAYI,,|00M|,,,|1.01.04.01.006|,|FP.2.200420|,20,,| |,,|M00|,49999.99,,| |
,BREATHING CIRCUIT/VENSTAR,,|00M|,,,|1.01.04.01.006|,|01124852|,571,,| |,,|M00|,110300,,| |
,MASKER DISP EKONOMI (SUMBANGAN),,|00M|,,,|1.01.04.01.006|,|02214|,382,,| |,,|M00|,660,,| |
,SKIN MARKER STERIL,,|00M|,,,|1.01.04.01.006|,|1.010.632|,203,,| |,,|M00|,37367,,| |
,HANDSCOEN NO 8 STERIL REMEDI,,|00M|,,,|1.01.04.01.006|,|003698|,100,,| |,,|M00|,5170,,| |
,HANDSCOEN WIN GLOVE,,|00M|,,,|1.01.04.01.006|,|03360|,725,,| |,,|M00|,3300,,| |
,P 100 PARTICULATE FILTER,,|00M|,,,|1.01.04.01.006|,|020700182|,97,,| |,,|M00|,198000,,| |
,R FILTER,,|00M|,,,|1.01.04.01.006|,|020700308|,250,,| |,,|M00|,70400,,| |
,NASAL CANULA FOR HIGH FLOW,,|00M|,,,|1.01.04.01.006|,|020700304|,250,,| |,,|M00|,387200,,| |
,EXCHANGE CONNECTOR,,|00M|,,,|1.01.04.01.006|,|020700307|,250,,| |,,|M00|,43120,,| |
,LH2 HEATED TUBING,,|00M|,,,|1.01.04.01.006|,|020700303|,250,,| |,,|M00|,774400,,| |
,WATER CHAMBER,,|00M|,,,|1.01.04.01.006|,|020300305|,250,,| |,,|M00|,353760,,| |
,MASIMO SPO2 SENSOR NEOPT,,|00M|,,,|1.01.04.01.006|,|013698740|,13,,| |,,|M00|,250565,,| |
,ADAPTOR 1A,,|00M|,,,|1.01.04.01.006|,|01178411|,20,,| |,,|M00|,103247.1,,| |
,ECG PATIENT CABLE,,|00M|,,,|1.01.04.01.006|,|011124510|,1,,| |,,|M00|,5956500,,| |
,LYSOL 1 LITER,,|00M|,,,|1.01.04.01.001|,|PROD018|,7,,| |,,|M00|,6468,,| |
,KHLORHEKSIDIN GLUKONAT 4% (MICROSHIELD),,|00M|,,,|1.01.04.01.001|,|2.020.006|,30000,,| |,,|M00|,129.91,,| |
,HAND SOAP 1 L,,|00M|,,,|1.01.04.01.001|,|5001.0003|,3,,| |,,|M00|,22000,,| |
,DESINFECTAN 5 LTR,,|00M|,,,|1.01.04.01.001|,|330.361.1|,91,,| |,,|M00|,44000,,| |
,AIR UNTUK IRIGASI LAR INF 1000 ML (OTSUKA),,|00M|,,,|1.01.04.01.001|,|2.020.001|,10,,| |,,|M00|,10500,,| |
,T.TOWEL,,|00M|,,,|1.01.04.01.006|,|1.010.341|,1482,,| |,,|M00|,5874.66,,| |
,DIAPERS LIFREE L (PIECES),,|00M|,,,|1.01.04.01.006|,|022.366.4|,1989,,| |,,|M00|,6760.6,,| |
,LIFREE POPOK DEWASA (XL),,|00M|,,,|1.01.04.01.006|,|FP.23.11022019.02|,64,,| |,,|M00|,7667.63,,| |
,LIFREE POPOK DEWASA (L),,|00M|,,,|1.01.04.01.006|,|FP.23.11022019.1|,42,,| |,,|M00|,6709.18,,| |
,DIAPERS LIFREE XL 12S,,|00M|,,,|1.01.04.01.006|,|022.366.2|,167,,| |,,|M00|,16133.7,,| |
,DIAPERS LIFREE M,,|00M|,,,|1.01.04.01.006|,|022.366.5|,66,,| |,,|M00|,6270,,| |
,LIFREE POPOK DEWASA (M),,|00M|,,,|1.01.04.01.006|,|FP.23.11022019|,2489,,| |,,|M00|,5964.2,,| |
,THERAGRAN M TAB,,|00M|,,,|1.01.04.01.004|,|TT.002|,1148,,| |,,|M00|,4330,,| |
,PROZA KAPL,,|00M|,,,|1.01.04.01.002|,|TP.293|,460,,| |,,|M00|,9900,,| |
,OBIMIN AF,,|00M|,,,|1.01.04.01.002|,|FP.28.110420|,2940,,| |,,|M00|,2000,,| |
,PROTECAL C 200,,|00M|,,,|1.01.04.01.002|,|2805.0501|,1065,,| |,,|M00|,342.54,,| |
,PROPOELIX,,|00M|,,,|1.01.04.01.002|,|FP.28.210420.4|,1920,,| |,,|M00|,7152.75,,| |
,ASTRIA 4 MG,,|00M|,,,|1.01.04.01.002|,|2805.2001|,930,,| |,,|M00|,6818.19,,| |
,BOTOL WSD 500 ML,,|00M|,,,|1.01.04.01.006|,|0301211|,237,,| |,,|M00|,11418,,| |
,DIAPERS LIFREE L 16S,,|00M|,,,|1.01.04.01.006|,|0232.366.1|,214,,| |,,|M00|,9350,,| |
,WASH BENSIN 100ML,,|00M|,,,|1.01.04.01.001|,|prod-032|,5,,| |,,|M00|,4537.5,,| |
,KHLORHEKSIDIN 0.2% KUMUR,,|00M|,,,|1.01.04.01.001|,|03312451prod|,6,,| |,,|M00|,11000,,| |
,CONECTOR TUBING (2 CABANG),,|00M|,,,|1.01.04.01.006|,|4.010.038|,123,,| |,,|M00|,44100,,| |
,SWEETY PANTS M,,|00M|,,,|1.01.04.01.006|,|0125|,20,,| |,,|M00|,1320,,| |
,BABY HAPPY L,,|00M|,,,|1.01.04.01.006|,|033636|,34,,| |,,|M00|,4285.6,,| |
,RESERVOIR BAG 2 L,,|00M|,,,|1.01.04.01.006|,|1.010.299|,11,,| |,,|M00|,83600,,| |
,MORTIR+STAMPER D 15CM,,|00M|,,,|1.01.04.01.006|,|1.010.227|,4,,| |,,|M00|,71855.3,,| |
,MANSET TENSIMETER BAYI/INFANT,,|00M|,,,|1.01.04.01.006|,|1.010.207|,24,,| |,,|M00|,33405,,| |
,CVC 3 LUMEN 7 FR 20 CM VALVE NEEDLE (CERTOFIX TRIO V720),,|00M|,,,|1.01.04.01.006|,|1.010.047|,14,,| |,,|M00|,712399.6,,| |
,KERTAS EKG OP 222 TE,,|00M|,,,|1.01.04.01.006|,|1.010.174|,152,,| |,,|M00|,97614,,| |
,CYSTOFIX F-8,,|00M|,,,|1.01.04.01.006|,|AC.941|,17,,| |,,|M00|,450000.1,,| |
,HANDSCOEN NO 6.5 STERIL REMEDI,,|00M|,,,|1.01.04.01.006|,|0325471|,76,,| |,,|M00|,4700.3,,| |
,FLASHBACK NEEDLE 22G X 1 BD,,|00M|,,,|1.01.04.01.006|,|1.040.001|,660,,| |,,|M00|,87846,,| |
,ALKOHOL;POVIDON IODIN (BROUNODERM),,|00M|,,,|1.01.04.01.001|,|3.020.011|,50.3,,| |,,|M00|,130000,,| |
,DESINFECTAN 500 ML,,|00M|,,,|1.01.04.01.001|,|3003.333|,8,,| |,,|M00|,120000,,| |
,VITACIMIN TABLET,,|00M|,,,|1.01.04.01.002|,|TV.639|,2316,,| |,,|M00|,613.36,,| |
,LIAN HUA (EVER FLOWER SAFFRON CAPS),,|00M|,,,|1.01.04.01.002|,|FP.28.210420.6|,23928,,| |,,|M00|,6249.98,,| |
,NEURODEX TAB,,|00M|,,,|1.01.04.01.002|,|9.040.357|,29,,| |,,|M00|,484,,| |
,VIT CAVIPLEX,,|00M|,,,|1.01.04.01.002|,|0336258|,2540,,| |,,|M00|,43450,,| |
,PAMPERS MR P XL,,|00M|,,,|1.01.04.01.006|,|012.666.1|,232,,| |,,|M00|,7906.25,,| |
,PAMPERS MR P L,,|00M|,,,|1.01.04.01.006|,|012.666|,248,,| |,,|M00|,7562.5,,| |
,OKSIGEN SUPPLY TUBING,,|00M|,,,|1.01.04.01.006|,|1.010.252|,26,,| |,,|M00|,17100,,| |
,SUCTION BAG WHITE,,|00M|,,,|1.01.04.01.006|,|1.010.638|,867,,| |,,|M00|,60588,,| |
,INFUS SET FOR PUMP TERUMO,,|00M|,,,|1.01.04.01.006|,|003662|,238,,| |,,|M00|,21780,,| |
,HANDSCOEN PROFEEL NO 7,,|00M|,,,|1.01.04.01.006|,|0233698|,154,,| |,,|M00|,18400,,| |
,HAND SCHOEN ORTOPEDY NO 8,,|00M|,,,|1.01.04.01.006|,|1.010.143|,919,,| |,,|M00|,24500,,| |
,HUMIDIFIER GLASS,,|00M|,,,|1.01.04.01.006|,|0136845002|,78,,| |,,|M00|,284429.2,,| |
,NEPLE NUT CIG,,|00M|,,,|1.01.04.01.006|,|0136952311|,10,,| |,,|M00|,17700,,| |
,SOKLIN PEMUTIH 1000 ML,,|00M|,,,|1.01.04.01.001|,|033325|,9,,| |,,|M00|,14300,,| |
,CHLORIN (BAYCLIN) SUMB.,,|00M|,,,|1.01.04.01.001|,|0012.5000|,206,,| |,,|M00|,19800,,| |
,DESINFECTAN 1 LTR,,|00M|,,,|1.01.04.01.001|,|3003.3001|,5,,| |,,|M00|,16500,,| |
,HAND SANITIZER GEL 4L,,|00M|,,,|1.01.04.01.001|,|033.633|,11,,| |,,|M00|,770000,,| |
,PAMPERS CONFIDENCE L,,|00M|,,,|1.01.04.01.006|,|012.666.5|,179,,| |,,|M00|,6820,,| |
,PAMPERS CONFIDENCE CELANA M,,|00M|,,,|1.01.04.01.006|,|012.666.4|,160,,| |,,|M00|,8250,,| |
,PAMPERS OTO (L),,|00M|,,,|1.01.04.01.006|,|FP.23.300320|,78,,| |,,|M00|,6812.41,,| |
,PAMPERS CONFIDENCE XL,,|00M|,,,|1.01.04.01.006|,|012.666.6|,198,,| |,,|M00|,7370,,| |
,RENOVIT,,|00M|,,,|1.01.04.01.002|,|09638|,200,,| |,,|M00|,1045,,| |
,FORMALDEHYDE 10%v/v 30cc,,|00M|,,,|1.01.04.01.001|,|Prod.035.7|,10,,| |,,|M00|,7031,,| |
,TISU ALKOHOL AC SWAB CHLORHEKSIDIN 0.5%,,|00M|,,,|1.01.04.01.006|,|0223620|,1100,,| |,,|M00|,127,,| |
,KERTAS CTG COROMETRICS,,|00M|,,,|1.01.04.01.006|,|1.010.694|,18,,| |,,|M00|,178750,,| |
,VORTRAN RESUCITATOR,,|00M|,,,|1.01.04.01.006|,|011235621|,12,,| |,,|M00|,1281999.95,,| |
,ZEBRA 025/150 STRT,,|00M|,,,|1.01.04.01.006|,|011258748|,15,,| |,,|M00|,5500000,,| |
,PISPOT PLASTIK BIRU BESAR,,|00M|,,,|1.01.04.01.006|,|AP.339|,1,,| |,,|M00|,29700,,| |
,SPALK UK 7X60,,|00M|,,,|1.01.04.01.006|,|0124750|,24,,| |,,|M00|,44000,,| |
,SPALK UK. 7 CM X 40 CM,,|00M|,,,|1.01.04.01.006|,|0152300.1|,13,,| |,,|M00|,29700,,| |
,SPALK UK 7 CM X 50 CM,,|00M|,,,|1.01.04.01.006|,|0152300|,23,,| |,,|M00|,35200,,| |
,SPALK UK 110 CM,,|00M|,,,|1.01.04.01.006|,|01123210|,14,,| |,,|M00|,57200,,| |
,KERTAS CTG COROMETRIC 152MM X 90 MM X150SH,,|00M|,,,|1.01.04.01.007|,|AC.946|,10,,| |,,|M00|,74800,,| |
,SPALK UK 7 CM X 70 CM,,|00M|,,,|1.01.04.01.006|,|01493200|,22,,| |,,|M00|,49500,,| |
,CHEST ELECTRODE NEONATAL,,|00M|,,,|1.01.04.01.006|,|0132104|,47,,| |,,|M00|,50820,,| |
,SIKAT CUCI TANGAN,,|00M|,,,|1.01.04.01.006|,|1.010.407|,1425,,| |,,|M00|,11720.94,,| |
,MAC 3 DISPOUSIBLE LARYNGOSCOPE BLADE,,|00M|,,,|1.01.04.01.006|,|00147|,269,,| |,,|M00|,26950,,| |
,MAC 4 DISPOUSIBLE LARYNGOSCOPE BLADE,,|00M|,,,|1.01.04.01.006|,|03325|,248,,| |,,|M00|,26950,,| |
,SINGLE USE RESUSITASI KIT WITHOUTH MASK,,|00M|,,,|1.01.04.01.006|,|020700580|,31,,| |,,|M00|,134640,,| |
,ANAESTESI MASK SIZE 0,,|00M|,,,|1.01.04.01.006|,|020700142|,1,,| |,,|M00|,60600,,| |
,ANAESTESI MASK SIZE 1,,|00M|,,,|1.01.04.01.006|,|020700143|,2,,| |,,|M00|,60600,,| |
,DISPOUSABLE CO2 CUVETE,,|00M|,,,|1.01.04.01.006|,|011365|,162,,| |,,|M00|,742000,,| |
,FLOW SENSOR,,|00M|,,,|1.01.04.01.006|,|0132452|,2,,| |,,|M00|,8450800,,| |
,KARBON DIOXID ABSORBENT (DURASORB/VENTISORB),,|00M|,,,|1.01.04.01.999|,|3.020.013|,20.8,,| |,,|M00|,718320,,| |
,PAMPERS OTO (M),,|00M|,,,|1.01.04.01.006|,|FP.230320|,100,,| |,,|M00|,54499.94,,| |
,LACTABOOST,,|00M|,,,|1.01.04.01.002|,|FP.28.220420.2|,100,,| |,,|M00|,1558.34,,| |
,METHYLEN BLUE 0.1% 100ML,,|00M|,,,|1.01.04.01.001|,|3020.0035|,19,,| |,,|M00|,64900,,| |
,TEGADERM 1622 W,,|00M|,,,|1.01.04.01.006|,|5.1.010318|,400,,| |,,|M00|,5255.25,,| |
,TENSOPLAST 10 X 4.5 CM,,|00M|,,,|1.01.04.01.006|,|5.020.078|,9,,| |,,|M00|,67100,,| |
,MAMY POKO M,,|00M|,,,|1.01.04.01.006|,|01336|,14,,| |,,|M00|,1650,,| |
,BABY HAPPY S,,|00M|,,,|1.01.04.01.006|,|033697|,40,,| |,,|M00|,1420.1,,| |
,AQUAMAX,,|00M|,,,|1.01.04.01.001|,|01092014.715|,6,,| |,,|M00|,3942180,,| |
,MASIMO NEONATAL SPO2,,|00M|,,,|1.01.04.01.006|,|0112101|,20,,| |,,|M00|,250565,,| |
,NUTRILINE 2 FR WITH STYLET MICRO FLASH/SINGLE FLOW,,|00M|,,,|1.01.04.01.006|,|01.022105118|,15,,| |,,|M00|,1073994,,| |
,NEONATAL NASAL VENTILATOR 12FR,,|00M|,,,|1.01.04.01.006|,|011478100|,21,,| |,,|M00|,192931,,| |
,SINGLE USE FLOW SENSOR SLE 4000/5000 BAYI,,|00M|,,,|1.01.04.01.006|,|0112111|,25,,| |,,|M00|,711975,,| |
,SNUGGLE WARM A COMFORD ADULT BLANKET/10 PCS,,|00M|,,,|1.01.04.01.001|,|1.030.584|,115.8,,| |,,|M00|,294482.2,,| |
,SUCTION BAG 2L (AMPM),,|00M|,,,|1.01.04.01.006|,|1.010.416|,1551,,| |,,|M00|,58811,,| |
,SUCTION BAG GREEN,,|00M|,,,|1.01.04.01.006|,|1.010.637|,1054,,| |,,|M00|,60588,,| |
,AQUA SPIKE ,,|00M|,,,|1.01.04.01.006|,|011452001|,2,,| |,,|M00|,451935,,| |
,AQUALINE ,,|00M|,,,|1.01.04.01.001|,|01092014.714|,2,,| |,,|M00|,3484800,,| |
,CHEMO MINI SPIKE,,|00M|,,,|1.01.04.01.006|,|1.010.553|,912,,| |,,|M00|,27500,,| |
,GUEDEL AIRWAY 70,,|00M|,,,|1.01.04.01.006|,|01.020806918|,347,,| |,,|M00|,13831.4,,| |
,GUEDEL AIRWAY 80,,|00M|,,,|1.01.04.01.006|,|01.020806818|,319,,| |,,|M00|,13831.4,,| |
,GUEDEL AIRWAY 90,,|00M|,,,|1.01.04.01.006|,|01.020806718|,318,,| |,,|M00|,13831.4,,| |
,GUEDEL AIRWAY 60,,|00M|,,,|1.01.04.01.006|,|01.020806618|,134,,| |,,|M00|,13831.83,,| |
,GUEDEL AIRWAY 110,,|00M|,,,|1.01.04.01.006|,|01.0208061118|,430,,| |,,|M00|,13831.4,,| |
,KERTAS SCHILLER 2157-026 MEDICHART,,|00M|,,,|1.01.04.01.006|,|011211005|,227,,| |,,|M00|,67200.47,,| |
,NEONATAL NASAL VENTILATION DOUBLE 8 FR,,|00M|,,,|1.01.04.01.006|,|01257800|,7,,| |,,|M00|,190080,,| |
,DOUBLE LUMEN OCTOPUS WITH BIONECTOR,,|00M|,,,|1.01.04.01.006|,|012578100|,89,,| |,,|M00|,65108.01,,| |
,DISP SPUIT 50 CC (TERUMO),,|00M|,,,|1.01.04.01.006|,|1.010.078|,2981,,| |,,|M00|,6050,,| |
,NEONATAL NASAL VENTILATION DOUBLE TUBE 10 FR,,|00M|,,,|1.01.04.01.006|,|0113520|,20,,| |,,|M00|,136413,,| |
,VENTSTAR WATER TRAPLUER LOC,,|00M|,,,|1.01.04.01.006|,|A-.020|,1,,| |,,|M00|,130000.2,,| |
,FACE MASK ANAESTESI NO 4,,|00M|,,,|1.01.04.01.007|,|01.021110218|,617,,| |,,|M00|,35090,,| |
,SIRKUIT BC 161,,|00M|,,,|1.01.04.01.006|,|01475320|,21,,| |,,|M00|,1854890.4,,| |
,OXYPROBE BM 280 FOR NEONATAL UNIT,,|00M|,,,|1.01.04.01.006|,|0132503|,20,,| |,,|M00|,211640,,| |
,INFANT BUBBLE CPAP,,|00M|,,,|1.01.04.01.006|,|033258|,9,,| |,,|M00|,792000,,| |
,TUBE AND CHAMBER KIT (SIRKUIT OPTIFLOW),,|00M|,,,|1.01.04.01.006|,|01124010|,873,,| |,,|M00|,1122000,,| |
,EMPTY BAG,,|00M|,,,|1.01.04.01.006|,|0136852|,2,,| |,,|M00|,381150,,| |
,SHOE COVER (FLU BURUNG),,|00M|,,,|1.01.04.01.006|,|1.010.515|,26,,| |,,|M00|,83600,,| |
,POLYSAFETY NO.18,,|00M|,,,|1.01.04.01.006|,|0114.552|,3533,,| |,,|M00|,12100,,| |
,POLYSAFETY NO.24,,|00M|,,,|1.01.04.01.006|,|011452201|,6193,,| |,,|M00|,12670,,| |
,NEOFLON NO.26,,|00M|,,,|1.01.04.01.006|,|1.010.536|,1230,,| |,,|M00|,15562,,| |
,PERFUSSOR TUBE WHITE (EXTENTION TUBE),,|00M|,,,|1.01.04.01.006|,|1.010.268|,523,,| |,,|M00|,6864,,| |
,MANDRIN 10 MM,,|00M|,,,|1.01.04.01.006|,|014895200|,148,,| |,,|M00|,62000,,| |
,CVC 3 LUMEN 7 FR 20 CM (ARROW),,|00M|,,,|1.01.04.01.006|,|01.021008717|,395,,| |,,|M00|,503954,,| |
,MEDIFIX LINE,,|00M|,,,|1.01.04.01.006|,|101.045|,581,,| |,,|M00|,97397,,| |
,MEDIFIX SCALA,,|00M|,,,|1.01.04.01.006|,|1.010.223|,317,,| |,,|M00|,181279,,| |
,CERTOFIX DUOPAED S513,,|00M|,,,|1.01.04.01.006|,|AC.044|,16,,| |,,|M00|,530324,,| |
,CVC 2 LUMEN PEDIATRIK 4 FR 13 CM (CERTOFIX DUO PED S 413),,|00M|,,,|1.01.04.01.006|,|AC.045|,29,,| |,,|M00|,540110,,| |
,BREATHING SYSTEM WITH CHAMBER SLE 6000,,|00M|,,,|1.01.04.01.007|,|020765201|,4,,| |,,|M00|,711975,,| |
,TRACOE TWIST PLUS FENESTRATED 06,,|00M|,,,|1.01.04.01.006|,|14032016.1|,54,,| |,,|M00|,36259,,| |
,TRACOE TWIST PLUS FENESTRATED 08,,|00M|,,,|1.01.04.01.006|,|0112658|,4,,| |,,|M00|,2142690,,| |
,UMBILICAL CATH 5 VYGON,,|00M|,,,|1.01.04.01.006|,|1.010.447|,11,,| |,,|M00|,111086,,| |
,NEONATAL RESUSITATION MASK 35 MM,,|00M|,,,|1.01.04.01.006|,|020700140|,2,,| |,,|M00|,191840,,| |
,NEONATAL RESUSITATION MASK 42 MM,,|00M|,,,|1.01.04.01.006|,|020700141|,2,,| |,,|M00|,191840,,| |
,MICROPLASMA,,|00M|,,,|1.01.04.01.006|,|020700114|,5,,| |,,|M00|,10175000,,| |
,KONEKTOR KACA,,|00M|,,,|1.01.04.01.006|,|1.010.185|,413,,| |,,|M00|,8618.5,,| |
,MCGRATH 250 BATTERY LARYNGOSCOPE,,|00M|,,,|1.01.04.01.006|,|020700479|,17,,| |,,|M00|,416280,,| |
,FENESTRATED DRAPE (DUK BOLONG) 30 X 40,,|00M|,,,|1.01.04.01.006|,|020700100|,370,,| |,,|M00|,25740,,| |
,FENESTRATED DRAPE (DUK BOLONG) 90 X 90,,|00M|,,,|1.01.04.01.006|,|020700102|,250,,| |,,|M00|,38115,,| |
,NEONATAL NASAL VENTILATOR DOUBLE TUBE NO 15FR,,|00M|,,,|1.01.04.01.006|,|020700133|,15,,| |,,|M00|,192931,,| |
,NBP CUFF XXS,,|00M|,,,|1.01.04.01.006|,|01121011|,1,,| |,,|M00|,438322.5,,| |
,BACTERIAL FILTER SPARE PART,,|00M|,,,|1.01.04.01.006|,|01342100|,1,,| |,,|M00|,178860,,| |
,BRACKET BOTTLE POLYMER,,|00M|,,,|1.01.04.01.006|,|013561033|,10,,| |,,|M00|,1125000,,| |
,TES LUNG,,|00M|,,,|1.01.04.01.006|,|0112784|,1,,| |,,|M00|,2750000,,| |
,WATER TRAP FOR AIR SUPPLY,,|00M|,,,|1.01.04.01.006|,|0136212|,1,,| |,,|M00|,4785000,,| |
,TEMPERATUR PROBE,,|00M|,,,|1.01.04.01.006|,|011352|,2,,| |,,|M00|,4096400,,| |
,SET SENSOR SUPPORT,,|00M|,,,|1.01.04.01.006|,|03621|,1,,| |,,|M00|,82120500,,| |
,PERBAIKAN ICU VENTILATOR,,|00M|,,,|1.01.04.01.007|,|023100101|,1,,| |,,|M00|,56250000,,| |
,AQUA DESTILATA (DM),,|00M|,,,|1.01.04.01.001|,|031421033|,41,,| |,,|M00|,77600,,| |
,WASH BENSIN,,|00M|,,,|1.01.04.01.001|,|3.020.033|,4,,| |,,|M00|,4125,,| |
,CAVILON FILM SPRAY,,|00M|,,,|1.01.04.01.001|,|3020.0320|,3,,| |,,|M00|,191558,,| |
,PAKET DESINFECTAN,,|00M|,,,|1.01.04.01.002|,|020300011|,17,,| |,,|M00|,58300,,| |
,RINGER LAKTAT LARUTAN 1000 ML (WIDATRA),,|00M|,,,|1.01.04.01.001|,|0233201|,708,,| |,,|M00|,14051,,| |
,LARUTAN MENGANDUNG ELEKTROLIT (KALIUM KLORIDA 7.46% 25 ML),,|00M|,,,|1.01.04.01.001|,|02010195E|,640,,| |,,|M00|,3223,,| |
,ACCUSOL,,|00M|,,,|1.01.04.01.001|,|020300127|,37,,| |,,|M00|,675000,,| |
,NOREPINEPHRINE BITARTRATE INJ ,,|00M|,,,|1.01.04.01.001|,|26.10042018|,9093,,| |,,|M00|,25839,,| |
,NIKARDIPIN INJ 10 MG/VIAL,,|00M|,,,|1.01.04.01.001|,|50664F|,1898,,| |,,|M00|,23649,,| |
,FENTANIL 0.05 MG/ML INJ. (FENTANYL 2 ML),,|00M|,,,|1.01.04.01.001|,|2.080.004|,1873,,| |,,|M00|,44390.5,,| |
,KHLORHEKSIDIN 0.2 % KUMUR 150 ML (MINOSEP GARGLE),,|00M|,,,|1.01.04.01.001|,|CM.001|,3,,| |,,|M00|,41800,,| |
,FRESOFOL INJ,,|00M|,,,|1.01.04.01.006|,|II.247|,2264,,| |,,|M00|,11308,,| |
,ROKURONIUM INJ 50 MG/5 ML (I.V.) (ROCULAX),,|00M|,,,|1.01.04.01.001|,|RR.001|,1590,,| |,,|M00|,49500,,| |
,PERIO KIN SPRAY (BONUS),,|00M|,,,|1.01.04.01.003|,|0112258|,16,,| |,,|M00|,134355,,| |
,MIDAZOLAM 1 MG/ML (I.V.) (MILOZ 5),,|00M|,,,|1.01.04.01.001|,|VM.015|,2116,,| |,,|M00|,4400,,| |
,KETAMIN INJ 50 MG/ML (I.V) (KETAMIN-HAMELN),,|00M|,,,|1.01.04.01.001|,|2.010.157|,440,,| |,,|M00|,5720,,| |
,ATROPIN SULFAT 0.5% TETES MATA (CENDO TROPIN 0.5% 5 ML),,|00M|,,,|1.01.04.01.001|,|DC.032|,6,,| |,,|M00|,11508.75,,| |
,DUODERM CGF DRESSING 8 X 8 (20x20),,|00M|,,,|1.01.04.01.006|,|CD.998.1|,8,,| |,,|M00|,306569.34,,| |
,TEGADERM 10 X 25 CM (1627),,|00M|,,,|1.01.04.01.006|,|5.020.094|,110,,| |,,|M00|,31127.25,,| |
,SUPRASORB (A) 10 CM X 10 CM,,|00M|,,,|1.01.04.01.006|,|5.020.049|,12,,| |,,|M00|,38720,,| |
,DEPER BALL X-RAY (M),,|00M|,,,|1.01.04.01.006|,|5.020.089|,6600,,| |,,|M00|,2772,,| |
,TENSOCREPE 4,,|00M|,,,|1.01.04.01.006|,|5.020.056|,18,,| |,,|M00|,59251.5,,| |
,IOBAN 35 X 35 (6640),,|00M|,,,|1.01.04.01.006|,|5.020.027|,46,,| |,,|M00|,43428,,| |
,TENSOCREPE 6,,|00M|,,,|1.01.04.01.006|,|5.020.057|,8,,| |,,|M00|,77962.5,,| |
,SUPRASORB (C),,|00M|,,,|1.01.04.01.006|,|5.020.048|,586,,| |,,|M00|,217800,,| |
,IOBAN 60 X 45 (6650),,|00M|,,,|1.01.04.01.006|,|5.020.028|,91,,| |,,|M00|,50264.3,,| |
,GYPSONE (6),,|00M|,,,|1.01.04.01.006|,|5.020.022|,229,,| |,,|M00|,47055,,| |
,SOFT BAND (6),,|00M|,,,|1.01.04.01.006|,|AS.035|,5,,| |,,|M00|,31684.4,,| |
,POLICREPE 15 CM (6),,|00M|,,,|1.01.04.01.006|,|03241520|,520,,| |,,|M00|,43900,,| |
,GYPSONE (3),,|00M|,,,|1.01.04.01.006|,|502.002|,82,,| |,,|M00|,24644.66,,| |
,SOFT BAND (4),,|00M|,,,|1.01.04.01.006|,|5.020.046|,4,,| |,,|M00|,22660,,| |
,GYPSONE (4),,|00M|,,,|1.01.04.01.006|,|5.020.021|,219,,| |,,|M00|,35884,,| |
,TENSOCREPE 3,,|00M|,,,|1.01.04.01.006|,|5.020.055|,20,,| |,,|M00|,49005,,| |
,POLICREPE 10 CM (4),,|00M|,,,|1.01.04.01.006|,|0321001|,218,,| |,,|M00|,34500,,| |
,KASA STERIL DRC 16 CM X 16 CM,,|00M|,,,|1.01.04.01.006|,|0320100.1|,42,,| |,,|M00|,7370,,| |
,KASA DRC 40 X 80 ,,|00M|,,,|1.01.04.01.006|,|0320100|,29,,| |,,|M00|,156600,,| |
